threads,2000,1,614.761427879,628.405930042,657.603913069,648.804192066,622.214351892,
threads,2000,2,306.322526932,313.512752056,333.057952881,306.963443041,309.096922159,
threads,2000,3,222.117741108,223.399427891,221.889147043,206.833324909,226.131363869,
threads,2000,4,168.941059828,162.926390886,163.640680075,159.795263052,163.936441898,
threads,2000,5,133.367026091,137.275910854,133.888352156,132.888811111,126.721039057,
threads,2000,6,110.441138983,110.78267312,109.773602009,109.897619963,105.49815011,
threads,2000,7,97.5082740784,97.6150729656,99.2478809357,111.456046104,99.5176310539,
threads,2000,8,86.4337530136,92.7658801079,93.5712840557,91.1919999123,84.1019790173,
threads,2000,9,83.0194029808,84.6365838051,85.774559021,83.6333808899,92.210545063,
threads,2000,10,79.0897159576,75.1553418636,82.8312749863,79.592124939,75.3408510685,
threads,2000,11,76.0931890011,70.8158638477,78.0869028568,76.9619810581,70.7795410156,
threads,2000,12,75.865213871,75.9032728672,67.8281519413,74.6798231602,69.5253248215,
threads,2000,13,74.2570021152,74.5335938931,69.082365036,74.3075249195,68.9693279266,
threads,2000,14,73.1195688248,71.3981688023,70.9710309505,71.4698731899,66.726539135,
threads,2000,15,73.9351501465,67.012914896,68.2365641594,72.5588519573,65.0354290009,
threads,2000,16,69.6472890377,64.7293019295,73.4953510761,64.9832141399,68.8366589546,
threads,2000,17,72.735681057,65.4101150036,74.8005108833,64.9601361752,68.7369890213,
threads,2000,18,69.2616257668,65.3246040344,71.8484811783,64.8387701511,75.8957471848,
threads,2000,19,65.7520451546,70.735396862,73.3963508606,64.8685469627,98.0759379864,
threads,2000,20,73.8022031784,65.7974460125,74.4331228733,68.4065339565,80.2420148849,
threads,2000,21,87.2104520798,67.0751390457,70.5950880051,64.0618870258,69.7622699738,
threads,2000,22,68.4135909081,64.302339077,71.4743850231,64.2623631954,70.2596981525,
threads,2000,23,64.3514280319,69.7790629864,63.9694299698,71.2630608082,71.6282739639,
threads,2000,24,78.7637460232,76.3560907841,79.6408820152,64.5434029102,70.8763749599,
threads,2000,25,90.6573450565,70.1808300018,72.229211092,63.9230589867,72.4385428429,
threads,2000,26,63.6856968403,71.6911730766,62.5428221226,69.5628330708,89.2829818726,
threads,2000,27,83.3648028374,92.8584640026,92.8469650745,68.9548668861,63.898567915,
threads,2000,28,70.8186368942,63.3277959824,67.6926980019,63.8413488865,71.3714160919,
threads,2000,29,64.035421133,69.9924638271,69.6373801231,67.1101610661,101.27013588,
threads,2000,30,94.0171329975,66.9171960354,68.9465520382,71.7722640038,62.3569369316,
threads,2000,31,67.2677841187,63.1639001369,68.1823480129,62.0155229568,75.2023019791,
threads,2000,32,103.253098011,84.9151260853,90.5242528915,79.2488379478,63.1593351364,
threads,2000,33,82.0904710293,101.047990799,88.2863349915,63.6838040352,73.2233321667,
threads,2000,34,69.5546050072,69.4743800163,64.0121099949,68.1126570702,71.2090308666,
threads,2000,35,64.2460870743,71.5035698414,64.0742280483,69.5342011452,63.4335441589,
threads,2000,36,71.0008459091,69.1674129963,64.3957448006,71.778414011,65.3725879192,
threads,2000,37,70.7049148083,64.4172711372,73.2357690334,71.5169491768,64.0051820278,
threads,2000,38,72.1030349731,65.0030210018,71.1086928844,65.8985137939,70.9423918724,
threads,2000,39,81.0231170654,64.5586249828,73.4178719521,67.7364099026,75.9895579815,
threads,2000,40,72.9266769886,73.3821620941,70.8682022095,65.3348090649,74.3998720646,
1494b4ad-abf1-485d-bfbb-6e607e7c426f|http://www.lemonde.fr/|2|10|10.689344883|timed out
2f9a9889-7799-4ed5-ada3-7ff90b7feb13|http://rss.cnn.com/rss/cnn_allpolitics.rss|2|10|10.0468139648|timed out
26de79ae-80e6-4dc1-ad9e-cfcca6c72ff1|http://rss.cnn.com/rss/cnn_us.rss|2|10|10.1378691196|timed out
mp,2000,1,640.863468885,650.372910976,592.790019989,641.137032986,650.929524899,
04481190-bc6b-408b-94c8-064b05e3045f|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.103110075|timed out
mp,2000,2,326.038165092,320.600824118,330.424409151,320.516330957,340.097887993,
mp,2000,3,218.115600109,214.041152,217.786971092,224.340689898,224.390853882,
39429e26-6e7d-4e94-9bc7-58d8a5b8df8e|http://rss.cnn.com/rss/cnn_travel.rss|2|10|10.0574419498|timed out
mp,2000,4,188.544130087,174.486686945,178.287287951,182.577455997,192.297958136,
6e2c8960-2208-4aa5-9a6f-22a4acb491bd|http://rss.cnn.com/rss/cnn_latest.rss|2|10|10.188131094|timed out
mp,2000,5,140.57376194,142.445783854,211.462466955,147.999655008,142.497658014,
mp,2000,6,139.956311941,124.34318614,129.900132179,136.503890991,129.248503923,
mp,2000,7,118.776882172,120.857530117,119.862788916,112.321024895,116.488433123,
mp,2000,8,122.62733984,106.58190608,104.988842964,99.8998351097,105.412244081,
5b2ea816-579a-44f6-bf7c-560744a2d431|http://yahoo.com|2|10|10.5904560089|timed out
f7e9eec3-8498-4b1a-8099-c255ebc8ac54|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.1977689266|timed out
mp,2000,9,106.26135993,98.7726180553,98.6053619385,94.6445028782,92.0390529633,
a30186f8-a7b8-41b7-a445-68047249d07c|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.2548811436|timed out
mp,2000,10,89.313615799,92.3521101475,94.7950930595,85.7276268005,90.0672249794,
6b6782e6-7c67-41ce-95e3-6df965b7f544|http://rss.cnn.com/rss/cnn_latest.rss|2|10|10.0928668976|timed out
892ddfd5-56e9-4142-9c73-3d22c6302a83|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.2425320148|timed out
9abae57f-9880-4b62-a0b1-f6e3cbd3b984|http://www.ibm.com|2|10|0.905558109283|HTTP Error 404: Not Found
mp,2000,11,90.1283268929,88.4269049168,81.5254499912,88.4924759865,89.3040630817,
mp,2000,12,85.0489578247,79.5965411663,88.0176849365,84.7286040783,81.7220330238,
mp,2000,13,86.1934890747,82.2276289463,77.7084379196,80.8779850006,85.717154026,
94119f08-0fec-46de-bde3-980c7a265391|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.2569761276|timed out
mp,2000,14,75.82178092,81.5937719345,84.6379740238,74.8879411221,82.2398028374,
f87c85c9-ffea-46a4-831e-eeb8aa7ca5d9|http://yahoo.com|2|10|10.7600269318|timed out
mp,2000,15,85.8214800358,74.4121980667,80.227421999,79.9313528538,72.8175179958,
ccf1361c-fafa-490d-9ae9-9470bf07dc79|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.3889548779|timed out
mp,2000,16,77.2442240715,78.383346796,69.5503470898,79.9211540222,84.3074190617,
mp,2000,17,72.6011230946,78.1015379429,79.2687170506,75.514092207,79.5627651215,
5d97b8dc-497a-494c-87ee-c3902f0337f1|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.4173409939|timed out
8b300f1d-cf1b-461e-b51d-4910b3521a73|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.411260128|timed out
mp,2000,18,72.597951889,79.9066870213,82.4732019901,73.5956709385,84.3025410175,
fbf40c4b-d079-4cbf-a5b7-fe2a7f4174b7|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.3180510998|timed out
a67203d2-013b-4277-b952-67e4830ebb1c|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.414265871|timed out
mp,2000,19,88.876470089,71.3957722187,83.8217840195,80.043200016,72.6588959694,
71fc2017-692e-4022-ad77-4cc6cdf96edf|http://www.ft.com/servicestools/newstracking/rss#world|2|10|10.1312880516|timed out
65748eef-37d5-43e9-bc56-dbec5b387a57|http://www.ft.com/servicestools/newstracking/rss#world|2|10|10.1213350296|timed out
311d4d33-a52f-4939-b7a5-e03545697ce1|http://www.ft.com/servicestools/newstracking/rss#world|2|10|10.0526020527|timed out
9178b015-78e0-4141-8405-1bb04da4711f|http://finance.yahoo.com/rss/headline?s=mhp|2|10|13.0883409977|timed out
9cff0d7e-6188-457e-b184-60302611727c|http://www.weather.com|2|10|0.899137973785|IncompleteRead(2045 bytes read, 6147 more expected)
745ee8a2-d4df-475f-9c8a-69587825a731|http://www.python.org|2|10|10.0414748192|<urlopen error [Errno 101] Network is unreachable>
e93d6a6a-4d9a-45e1-84cf-bd70f8f6f537|http://www.python.org|2|10|10.2458701134|<urlopen error [Errno 101] Network is unreachable>
mp,2000,20,77.9825320244,80.6388189793,73.9679858685,85.6565518379,76.5330240726,
fa3e40ae-f2be-43c5-937e-726ead65c1de|http://bobhancock.org|2|10|9.66833305359|HTTP Error 503: Service Unavailable
mp,2000,21,71.9617841244,86.3188838959,82.6913709641,67.2863931656,71.4869799614,
4ba241d2-6c0f-48f3-93b0-5af2c845c546|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.372387886|timed out
mp,2000,22,70.7810161114,70.4971978664,74.7744231224,66.0951361656,71.1012589931,
mp,2000,23,68.0799489021,72.4786088467,73.0076720715,65.054942131,78.1941998005,
3b643c32-778b-49c6-8fc8-ac2bb8a71e3c|http://bobhancock.org|2|10|10.4897720814|HTTP Error 503: Service Unavailable
mp,2000,24,69.4043300152,72.4138360023,81.9026360512,78.7510178089,83.7943329811,
739cc70c-4486-4b73-9bd9-0cf3c75a2709|http://bobhancock.org|2|10|10.7361850739|timed out
01dacda2-fb1b-4edf-9bbc-dc8f4c8bf122|http://bobhancock.org|2|10|6.00190997124|HTTP Error 503: Service Unavailable
mp,2000,25,83.1330919266,78.0135200024,87.831827879,88.3757641315,83.876595974,
8b5030de-fb5e-4e9c-87c8-d8b06b929d6a|http://bobhancock.org|2|10|7.57500696182|HTTP Error 503: Service Unavailable
ac97554d-edf3-41e7-95f7-037ccbe6a241|http://rss.cnn.com/rss/cnn_allpolitics.rss|2|10|10.2866590023|timed out
mp,2000,26,82.0116488934,83.6987359524,82.8970348835,68.100153923,75.3459038734,
7908ad8b-95f2-42da-9bbd-f4a3900b0c1e|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.5666558743|timed out
mp,2000,27,70.30479002,73.2596440315,75.4958839417,70.8322629929,75.1702139378,
168e7fb1-1d23-4ead-86b8-7becaf9e3d7c|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.5899019241|timed out
mp,2000,28,71.604804039,74.0245630741,75.7005238533,65.2216980457,70.2823271751,
7a3d3253-5184-4183-ade6-da2805d68bd6|http://yahoo.com|2|10|12.2535979748|timed out
b324da53-c60e-4a87-b1d2-7819fbd2e483|http://yahoo.com|2|10|12.7761740685|<urlopen error timed out>
4d2fd17a-5778-4808-9adb-762c228faa47|http://eventlet.net/doc/design_patterns.html|2|10|10.2488629818|<urlopen error timed out>
mp,2000,30,72.2605690956,76.8013038635,78.6212339401,71.4397199154,77.8146669865,
